period,stateid,stateDescription,sectorid,sectorName,sales,sales-units
2014-09-01,ME,Maine,RES,residential,342.16512,million kilowatt hours
2014-08-01,ME,Maine,RES,residential,386.133,million kilowatt hours
2014-07-01,ME,Maine,RES,residential,410.06061,million kilowatt hours
2014-06-01,ME,Maine,RES,residential,315.23005,million kilowatt hours
2014-05-01,ME,Maine,RES,residential,331.4013,million kilowatt hours
2014-04-01,ME,Maine,RES,residential,356.76361,million kilowatt hours
2014-03-01,ME,Maine,RES,residential,436.28367,million kilowatt hours
2014-02-01,ME,Maine,RES,residential,419.27652,million kilowatt hours
2014-01-01,ME,Maine,RES,residential,510.69946,million kilowatt hours
2024-12-01,ME,Maine,COM,commercial,323.04052,million kilowatt hours
2024-11-01,ME,Maine,COM,commercial,302.56444,million kilowatt hours
2024-10-01,ME,Maine,COM,commercial,341.81279,million kilowatt hours
2024-09-01,ME,Maine,COM,commercial,366.42903,million kilowatt hours
2024-08-01,ME,Maine,COM,commercial,380.63463,million kilowatt hours
2024-07-01,ME,Maine,COM,commercial,387.24176,million kilowatt hours
2024-06-01,ME,Maine,COM,commercial,327.28214,million kilowatt hours
2024-05-01,ME,Maine,COM,commercial,313.69419,million kilowatt hours
2024-04-01,ME,Maine,COM,commercial,327.76043,million kilowatt hours
2024-03-01,ME,Maine,COM,commercial,337.29228,million kilowatt hours
2024-02-01,ME,Maine,COM,commercial,362.84766,million kilowatt hours
2024-01-01,ME,Maine,COM,commercial,347.36115,million kilowatt hours
2023-12-01,ME,Maine,COM,commercial,312.3855,million kilowatt hours
2023-11-01,ME,Maine,COM,commercial,330.08338,million kilowatt hours
2023-10-01,ME,Maine,COM,commercial,333.13237,million kilowatt hours
2023-09-01,ME,Maine,COM,commercial,355.49782,million kilowatt hours
2023-08-01,ME,Maine,COM,commercial,341.21381,million kilowatt hours
2023-07-01,ME,Maine,COM,commercial,338.91713,million kilowatt hours
2023-06-01,ME,Maine,COM,commercial,315.48543,million kilowatt hours
2023-05-01,ME,Maine,COM,commercial,319.10532,million kilowatt hours
2023-04-01,ME,Maine,COM,commercial,304.2314,million kilowatt hours
2023-03-01,ME,Maine,COM,commercial,359.66606,million kilowatt hours
2023-02-01,ME,Maine,COM,commercial,347.07397,million kilowatt hours
2023-01-01,ME,Maine,COM,commercial,360.35182,million kilowatt hours
2022-12-01,ME,Maine,COM,commercial,338.69544,million kilowatt hours
2022-11-01,ME,Maine,COM,commercial,315.207,million kilowatt hours
2022-10-01,ME,Maine,COM,commercial,308.4648,million kilowatt hours
2022-09-01,ME,Maine,COM,commercial,368.52153,million kilowatt hours
2022-08-01,ME,Maine,COM,commercial,402.19716,million kilowatt hours
2022-07-01,ME,Maine,COM,commercial,347.43267,million kilowatt hours
2022-06-01,ME,Maine,COM,commercial,334.05847,million kilowatt hours
2022-05-01,ME,Maine,COM,commercial,317.3371,million kilowatt hours
2022-04-01,ME,Maine,COM,commercial,310.73795,million kilowatt hours
2022-03-01,ME,Maine,COM,commercial,349.83432,million kilowatt hours
2022-02-01,ME,Maine,COM,commercial,350.49846,million kilowatt hours
2022-01-01,ME,Maine,COM,commercial,386.41411,million kilowatt hours
2021-12-01,ME,Maine,COM,commercial,355.71239,million kilowatt hours
2021-11-01,ME,Maine,COM,commercial,289.1961,million kilowatt hours
2021-10-01,ME,Maine,COM,commercial,313.08167,million kilowatt hours
2021-09-01,ME,Maine,COM,commercial,378.46242,million kilowatt hours
2021-08-01,ME,Maine,COM,commercial,364.26751,million kilowatt hours
2021-07-01,ME,Maine,COM,commercial,345.35077,million kilowatt hours
2021-06-01,ME,Maine,COM,commercial,336.51279,million kilowatt hours
2021-05-01,ME,Maine,COM,commercial,287.51968,million kilowatt hours
2021-04-01,ME,Maine,COM,commercial,327.60521,million kilowatt hours
2021-03-01,ME,Maine,COM,commercial,328.06604,million kilowatt hours
2021-02-01,ME,Maine,COM,commercial,301.39221,million kilowatt hours
2021-01-01,ME,Maine,COM,commercial,321.72922,million kilowatt hours
2020-12-01,ME,Maine,COM,commercial,327.32716,million kilowatt hours
2020-11-01,ME,Maine,COM,commercial,265.18285,million kilowatt hours
2020-10-01,ME,Maine,COM,commercial,313.19919,million kilowatt hours
2020-09-01,ME,Maine,COM,commercial,332.37101,million kilowatt hours
2020-08-01,ME,Maine,COM,commercial,373.56865,million kilowatt hours
2020-07-01,ME,Maine,COM,commercial,354.51855,million kilowatt hours
2020-06-01,ME,Maine,COM,commercial,291.39707,million kilowatt hours
2020-05-01,ME,Maine,COM,commercial,251.31129,million kilowatt hours
2020-04-01,ME,Maine,COM,commercial,287.27667,million kilowatt hours
2020-03-01,ME,Maine,COM,commercial,335.71487,million kilowatt hours
2020-02-01,ME,Maine,COM,commercial,310.76113,million kilowatt hours
2020-01-01,ME,Maine,COM,commercial,373.02456,million kilowatt hours
2019-12-01,ME,Maine,COM,commercial,335.21959,million kilowatt hours
2019-11-01,ME,Maine,COM,commercial,311.26107,million kilowatt hours
2019-10-01,ME,Maine,COM,commercial,339.36147,million kilowatt hours
2019-09-01,ME,Maine,COM,commercial,336.47684,million kilowatt hours
2019-08-01,ME,Maine,COM,commercial,383.73215,million kilowatt hours
2019-07-01,ME,Maine,COM,commercial,362.53404,million kilowatt hours
2019-06-01,ME,Maine,COM,commercial,306.18775,million kilowatt hours
2019-05-01,ME,Maine,COM,commercial,319.00985,million kilowatt hours
2019-04-01,ME,Maine,COM,commercial,335.79844,million kilowatt hours
2019-03-01,ME,Maine,COM,commercial,368.11433,million kilowatt hours
2019-02-01,ME,Maine,COM,commercial,348.80112,million kilowatt hours
2019-01-01,ME,Maine,COM,commercial,401.80836,million kilowatt hours
2018-12-01,ME,Maine,COM,commercial,367.31386,million kilowatt hours
2018-11-01,ME,Maine,COM,commercial,339.64281,million kilowatt hours
2018-10-01,ME,Maine,COM,commercial,394.66063,million kilowatt hours
2018-09-01,ME,Maine,COM,commercial,365.82917,million kilowatt hours
2018-08-01,ME,Maine,COM,commercial,436.82602,million kilowatt hours
2018-07-01,ME,Maine,COM,commercial,371.29377,million kilowatt hours
2018-06-01,ME,Maine,COM,commercial,352.39752,million kilowatt hours
2018-05-01,ME,Maine,COM,commercial,324.6383,million kilowatt hours
2018-04-01,ME,Maine,COM,commercial,343.375,million kilowatt hours
2018-03-01,ME,Maine,COM,commercial,263.07107,million kilowatt hours
2018-02-01,ME,Maine,COM,commercial,376.21438,million kilowatt hours
2018-01-01,ME,Maine,COM,commercial,511.98248,million kilowatt hours
2017-12-01,ME,Maine,COM,commercial,293.51364,million kilowatt hours
2017-11-01,ME,Maine,COM,commercial,280.6205,million kilowatt hours
2017-10-01,ME,Maine,COM,commercial,320.57258,million kilowatt hours
2017-09-01,ME,Maine,COM,commercial,358.99295,million kilowatt hours
2017-08-01,ME,Maine,COM,commercial,352.13319,million kilowatt hours
2017-07-01,ME,Maine,COM,commercial,349.10944,million kilowatt hours
2017-06-01,ME,Maine,COM,commercial,340.82661,million kilowatt hours
2017-05-01,ME,Maine,COM,commercial,309.97175,million kilowatt hours
2017-04-01,ME,Maine,COM,commercial,296.84084,million kilowatt hours
2017-03-01,ME,Maine,COM,commercial,359.92272,million kilowatt hours
2017-02-01,ME,Maine,COM,commercial,288.64527,million kilowatt hours
2017-01-01,ME,Maine,COM,commercial,365.63653,million kilowatt hours
2016-12-01,ME,Maine,COM,commercial,348.84638,million kilowatt hours
2016-11-01,ME,Maine,COM,commercial,290.64763,million kilowatt hours
2016-10-01,ME,Maine,COM,commercial,308.90881,million kilowatt hours
2016-09-01,ME,Maine,COM,commercial,373.46862,million kilowatt hours
2016-08-01,ME,Maine,COM,commercial,395.76247,million kilowatt hours
2016-07-01,ME,Maine,COM,commercial,342.74838,million kilowatt hours
2016-06-01,ME,Maine,COM,commercial,327.98066,million kilowatt hours
2016-05-01,ME,Maine,COM,commercial,305.80795,million kilowatt hours
2016-04-01,ME,Maine,COM,commercial,299.15973,million kilowatt hours
2016-03-01,ME,Maine,COM,commercial,344.93058,million kilowatt hours
2016-02-01,ME,Maine,COM,commercial,316.46906,million kilowatt hours
2016-01-01,ME,Maine,COM,commercial,331.75774,million kilowatt hours
2015-12-01,ME,Maine,COM,commercial,362.41201,million kilowatt hours
2015-11-01,ME,Maine,COM,commercial,271.61604,million kilowatt hours
2015-10-01,ME,Maine,COM,commercial,327.614,million kilowatt hours
2015-09-01,ME,Maine,COM,commercial,367.64827,million kilowatt hours
2015-08-01,ME,Maine,COM,commercial,375.16525,million kilowatt hours
2015-07-01,ME,Maine,COM,commercial,360.00403,million kilowatt hours
2015-06-01,ME,Maine,COM,commercial,333.12613,million kilowatt hours
2015-05-01,ME,Maine,COM,commercial,289.47783,million kilowatt hours
2015-04-01,ME,Maine,COM,commercial,323.56182,million kilowatt hours
2015-03-01,ME,Maine,COM,commercial,322.81037,million kilowatt hours
2015-02-01,ME,Maine,COM,commercial,331.30335,million kilowatt hours
2015-01-01,ME,Maine,COM,commercial,353.08291,million kilowatt hours
2014-12-01,ME,Maine,COM,commercial,343.63902,million kilowatt hours
2014-11-01,ME,Maine,COM,commercial,311.7743,million kilowatt hours
2014-10-01,ME,Maine,COM,commercial,323.99183,million kilowatt hours
2014-09-01,ME,Maine,COM,commercial,336.65745,million kilowatt hours
2014-08-01,ME,Maine,COM,commercial,358.22206,million kilowatt hours
2014-07-01,ME,Maine,COM,commercial,382.52435,million kilowatt hours
2014-06-01,ME,Maine,COM,commercial,317.85033,million kilowatt hours
2014-05-01,ME,Maine,COM,commercial,313.50486,million kilowatt hours
2014-04-01,ME,Maine,COM,commercial,296.48204,million kilowatt hours
2014-03-01,ME,Maine,COM,commercial,329.49204,million kilowatt hours
2014-02-01,ME,Maine,COM,commercial,318.85188,million kilowatt hours
2014-01-01,ME,Maine,COM,commercial,351.57986,million kilowatt hours
2024-12-01,MA,Massachusetts,RES,residential,1753.01386,million kilowatt hours
2024-11-01,MA,Massachusetts,RES,residential,1456.03797,million kilowatt hours
2024-10-01,MA,Massachusetts,RES,residential,1453.16518,million kilowatt hours
2024-09-01,MA,Massachusetts,RES,residential,1579.69615,million kilowatt hours
2024-08-01,MA,Massachusetts,RES,residential,1879.55037,million kilowatt hours
2024-07-01,MA,Massachusetts,RES,residential,2051.41355,million kilowatt hours
2024-06-01,MA,Massachusetts,RES,residential,1620.25323,million kilowatt hours
2024-05-01,MA,Massachusetts,RES,residential,1438.7468,million kilowatt hours
2024-04-01,MA,Massachusetts,RES,residential,1466.68386,million kilowatt hours
2024-03-01,MA,Massachusetts,RES,residential,1660.66012,million kilowatt hours
2024-02-01,MA,Massachusetts,RES,residential,1751.57077,million kilowatt hours
2024-01-01,MA,Massachusetts,RES,residential,1881.84313,million kilowatt hours
2023-12-01,MA,Massachusetts,RES,residential,1606.24774,million kilowatt hours
2023-11-01,MA,Massachusetts,RES,residential,1404.55382,million kilowatt hours
2023-10-01,MA,Massachusetts,RES,residential,1383.58273,million kilowatt hours
2023-09-01,MA,Massachusetts,RES,residential,1771.68105,million kilowatt hours
